,summary,Wetterereignisse,Landwirtschaft,Energie,Stadt,word
wichtige kürze,2.0137530371954546,-0.11090012246286295,0.09653544582772615,0.02517774751521885,-0.0684031536571569,wichtige kürze
12.29,1.6521343027715136,0.08703207240215673,0.29446764069274584,-0.04479076819232798,0.12952904120786268,12.29
kürze 12.29,1.6521343027715136,0.08703207240215673,0.29446764069274584,-0.04479076819232798,0.12952904120786268,kürze 12.29
Uhr,5.615343267637667,0.3521946074242769,-0.9289671107980519,0.024562672280680688,-1.0939057102829353,Uhr
12.29 uhr,1.6484069958249876,0.08929067679084793,0.2967262450814371,-0.04570376435453929,0.13178764559655382,12.29 uhr
Ministerin,2.4278492120058,-0.29790572620829164,-0.09047015791770241,0.07649698829050125,-0.2554087574025856,Ministerin
uhr ministerin,1.6454378951104933,0.09109349484511288,0.29852906313570193,-0.046434599686539874,0.13359046365081892,uhr ministerin
Schulen,2.209797628732469,-0.203800899353816,0.003634668936773158,0.05219950867388669,-0.16130393054810993,Schulen
ministerin schule,1.6387709411196734,0.09515350654429149,0.30258907483488084,-0.048087268339664285,0.13765047534999764,ministerin schule
schule winter,1.6331649779944717,0.09858020483505475,0.306015773125644,-0.049489511675869305,0.14107717364076075,schule winter
winter trotz,1.6298200919568238,0.10063040557920601,0.30806597386979523,-0.05033172180517835,0.1431273743849122,winter trotz
trotz energiekrise,2.856098059802391,-0.46035633727891745,-0.25292076898832816,0.11232388471470439,-0.4178593684732113,trotz energiekrise
warm,2.2636029591587614,-0.22785773229156614,-0.020422164000977034,0.05868773355146155,-0.18536076348586014,warm
energiekrise warm,1.6214985072396166,0.10574931511350537,0.3131848834040945,-0.05244521295212482,0.14824628391921152,energiekrise warm
warm trotz,1.6194727651305105,0.10699939862407495,0.3144349669146642,-0.05296367403867651,0.14949636742978115,warm trotz
energiekrise soll,1.6109031124949758,0.11230508010717484,0.3197406483977639,-0.055174400006978486,0.1548020489128809,energiekrise soll
soll schule,1.6387709411196734,0.09515350654429149,0.30258907483488084,-0.048087268339664285,0.13765047534999764,soll schule
Universitäten,1.9485403467585518,-0.0779805108820913,0.12945505740849794,0.014791268192753133,-0.035483542076385134,Universitäten
schule universität,1.6046217072099564,0.11621200891488948,0.3236475772054786,-0.05681297151831674,0.1587089777205955,schule universität
Winter…,1.5995119350778302,0.11940149913866269,0.32683706742925206,-0.05815740655158753,0.1618984679443689,Winter…
universität winter…,1.5995119350778302,0.11940149913866269,0.32683706742925206,-0.05815740655158753,0.1618984679443689,universität winter…
+170353,1.5969780850399689,0.12098689471483895,0.32842246300542816,-0.0588279554832946,0.163483863520545,+170353
winter… +170353,1.5969780850399689,0.12098689471483895,0.32842246300542816,-0.0588279554832946,0.163483863520545,winter… +170353
+170353 chars,1.5948164168790313,0.12234141079671171,0.3297769790873008,-0.05940205298074949,0.16483837960241765,+170353 chars
energiekrise die,1.8300978766810359,-0.015269408674537395,0.1921661596160518,-0.3613753328573465,1.190255680297268,energiekrise die
die eu-kommission,4.055841089410414,-0.8110580451082131,-0.603622476817624,0.04836175599085888,0.4013261265188995,die eu-kommission
politischen,2.178242381720329,-0.18941826341816792,0.018017304872421487,-0.2511031637328763,1.0747605452000442,politischen
eu-kommission politisch,1.8656855213658954,-0.03452851606208032,0.17290705222850888,-0.3806344402448892,1.2296502925561317,eu-kommission politisch
Druck,3.6581906078360102,-0.7078686144549965,-0.5004330461644073,-4.3652016614127786e-05,0.5831027931356335,Druck
politisch druck,1.8826493431314706,-0.04357996861232034,0.16385559967826882,-0.3896858927951292,1.2473914389783098,politisch druck
gebeugt,1.8920132928350097,-0.048541455142619365,0.1588941131479698,-0.3946473793254285,1.2569175219408593,gebeugt
druck gebeugt,1.8920132928350097,-0.048541455142619365,0.1588941131479698,-0.3946473793254285,1.2569175219408593,druck gebeugt
gebeugt die,1.8300978766810359,-0.015269408674537395,0.1921661596160518,-0.3613753328573465,1.190255680297268,gebeugt die
EU-Mitgliedsstaaten,1.9128928357053128,-0.059516628642638285,0.14791893964795091,-0.40562255282544746,1.2775100123950696,EU-Mitgliedsstaaten
die eu-mitgliedsstaat,1.9128928357053128,-0.059516628642638285,0.14791893964795091,-0.40562255282544746,1.2775100123950696,die eu-mitgliedsstaat
eu-mitgliedsstaat wirtschaft,1.9748345958715563,-0.09138460464645172,0.11605096364413749,-0.43749052882926065,1.3338238568499972,eu-mitgliedsstaat wirtschaft
wirtschaft verbraucher,2.0238001854826457,-0.11587698269049584,0.09155858560009322,-0.46198290687330484,1.373923272715012,wirtschaft verbraucher
explodierenden,3.312779716306662,-0.6086875891321728,-0.4012520208415836,-0.13102663189114538,0.9712148027869205,explodierenden
verbraucher explodierend,2.09760955483161,-0.15169834786889377,0.055737220421695446,-0.4978042720517026,1.4282040440501997,verbraucher explodierend
Energiepreisen,3.0959528366334537,-0.54099568069222,-0.33356011240163097,-0.2267637696634551,1.1593324478202043,Energiepreisen
explodierend energiepreis,2.207238885737759,-0.20264232016953893,0.0047932481210502045,-0.5487482443523481,1.4976858083428852,explodierend energiepreis
schützen,3.179885558772627,-0.5677451670634568,-0.3603095987728674,-0.3280418864348774,1.3343246992635511,schützen
energiepreis schütz,2.423229473943271,-0.2960011026150058,-0.08856553432441659,-0.6421070267978148,1.606068763712002,energiepreis schütz
Notfallmaßnahmen,4.859534714634692,-0.9918426543260641,-0.7844070860354749,-1.1535234328970558,1.974242035226547,Notfallmaßnahmen
die notfallmaßnahme,3.2577856609476195,-0.5919476782053482,-0.384512109914759,-0.9380536023881573,1.8442168333451916,die notfallmaßnahme
allerdings,3.9533204214295874,-0.7854557975422284,-0.5780202292516393,-0.1886848300768711,1.150734170679208,allerdings
notfallmaßnahme allerdings,2.260708458586864,-0.2265782001375897,-0.019142631847000494,-0.5726841243203986,1.527609584468755,notfallmaßnahme allerdings
allerdings neu,2.15634402443604,-0.17931416510869178,0.02812140318189737,-0.5254200892915009,1.4669042083916184,allerdings neu
Probleme,5.812526750594355,-1.1709153318819745,-0.9634797635913852,-0.06908584359894511,0.9556426212892105,Probleme
neu problem,2.121635843181533,-0.16308737400359705,0.04434819428699196,-0.509193298186406,1.444476238696262,neu problem
schaffen,3.462172021621842,-0.6527961027559464,-0.44536053446535717,-0.09708446749830661,0.8958342042995796,schaffen
problem schaff,2.0712353834567754,-0.13904519158943637,0.06839037670115279,-0.48515111577224534,1.4095851154660894,problem schaff
ein kommentar,2.320462668407285,-0.2526665505594105,-0.04523098226882135,-0.3182352309899676,1.2229820588766644,ein kommentar
ehemaligen,1.9665812129496794,-0.08719656898330211,0.12023899930728688,-0.43330249316611114,1.32670160985223,ehemaligen
vom ehemalig,1.9665812129496794,-0.08719656898330211,0.12023899930728688,-0.43330249316611114,1.32670160985223,vom ehemalig
Präsidenten,3.3391825934758255,-0.6166260032707557,-0.4091904349801666,-0.15939070836492433,1.0420187856723833,Präsidenten
ehemalig präsident,1.939581086310418,-0.07337197359270203,0.13406359469788706,-0.4194778977755111,1.3026057201282375,ehemalig präsident
präsident eu-kommission,1.9073747403346317,-0.056627773818496624,0.1508077944720926,-0.4027336980013056,1.2721524878541928,präsident eu-kommission
Jean-Claude,1.8826493431314706,-0.04357996861232034,0.16385559967826882,-0.3896858927951292,1.2473914389783098,Jean-Claude
eu-kommission jean-claude,1.8826493431314706,-0.04357996861232034,0.16385559967826882,-0.3896858927951292,1.2473914389783098,eu-kommission jean-claude
Juncker,1.8656855213658954,-0.03452851606208032,0.17290705222850888,-0.3806344402448892,1.2296502925561317,Juncker
jean-claude juncker,1.8656855213658954,-0.03452851606208032,0.17290705222850888,-0.3806344402448892,1.2296502925561317,jean-claude juncker
juncker stamm,1.8542721965707225,-0.028392230935383893,0.17904333735520528,-0.37449815511819295,1.2173478043991544,juncker stamm
Bonmot,1.8415921947020342,-0.02153047937853265,0.18590508891205657,-0.3676364035613417,1.203317654572591,Bonmot
stamm bonmot,1.8415921947020342,-0.02153047937853265,0.18590508891205657,-0.3676364035613417,1.203317654572591,stamm bonmot
Regierungen,1.995410030033563,-0.10174951678884517,0.10568605150174407,-0.29015319610406426,1.1089025487127766,Regierungen
bonmot regierung,1.8331260453064753,-0.016922689707681203,0.19051287858290814,-0.3630286138904902,1.1937293757939405,bonmot regierung
regierung europa,1.8187019378289662,-0.009022984378828624,0.19841258391176053,-0.35512890856163765,1.1769686117297482,regierung europa
wüssten,2.3604556637349914,-0.26975463698049645,-0.06231906868990739,-0.37878207045216566,1.3202191069328904,wüssten
europa wiss,1.8125333014979945,-0.005625439544477516,0.2018101287461115,-0.3517313637272865,1.1696312943541816,europa wiss
wiss tu,1.7995723526632927,0.001550986452348822,0.2089865547429381,-0.34455493773046014,1.1538700896293073,wiss tu
tu sei,1.7965534876994704,0.0032299408643954473,0.21066550915498464,-0.3428759833184136,1.1501300083831167,tu sei
sei wiss,1.8125333014979945,-0.005625439544477516,0.2018101287461115,-0.3517313637272865,1.1696312943541816,sei wiss
gewählt,1.7679576108312156,0.019275053119873188,0.22671062141046233,-0.3268308710629357,1.1133326557095735,gewählt
wiss wähl,1.7679576108312156,0.019275053119873188,0.22671062141046233,-0.3268308710629357,1.1133326557095735,wiss wähl
Festste…,1.7571761644005535,0.025391972780385633,0.23282754107097478,-0.3207139514024234,1.0987785160453416,Festste…
die festste…,1.7571761644005535,0.025391972780385633,0.23282754107097478,-0.3207139514024234,1.0987785160453416,die festste…
+3864,1.7521931213991033,0.02823182572520706,0.23566739401579612,-0.317874098457602,1.0919181529462485,+3864
festste… +3864,1.7521931213991033,0.02823182572520706,0.23566739401579612,-0.317874098457602,1.0919181529462485,festste… +3864
+3864 chars,1.749320535992959,0.02987259387958831,0.2373081621701774,-0.31623333030322076,1.0879239610544151,+3864 chars
Niedersachsen-Wahl,1.8642280096917963,-0.03374699030490211,0.17368857798568704,0.00010276433835546804,0.008749978500803782,Niedersachsen-Wahl
Stephan,2.005187578383234,-0.10663757041216451,0.10079799787842457,0.023858050103074232,-0.06414060160645839,Stephan
niedersachsen-wahl stephan,2.005187578383234,-0.10663757041216451,0.10079799787842457,0.023858050103074232,-0.06414060160645839,niedersachsen-wahl stephan
stephan weil,2.118632485674243,-0.1616707853461793,0.04576478294440963,0.040345775162459976,-0.11917381654047328,stephan weil
weil gaskrise,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,weil gaskrise
Fracking,6.768545467493261,-0.002027544290831745,-1.1157506045708134,0.10666869699152663,-1.2806892040556965,Fracking
gaskrise fracking,2.2083716691125352,-0.20315540137792715,0.004280166912662076,0.052022667264938274,-0.1606584325722211,gaskrise fracking
fracking ampel-koalition,1.9575622715693297,-0.08259991888823302,0.12483564940235622,0.016276044268060116,-0.040102950082527004,fracking ampel-koalition
ampel-koalition der,1.850860561737843,-0.02655065816614313,0.18088491012444607,-0.0023701038915122305,0.01594631063956282,ampel-koalition der
Mitten,1.807538730617628,-0.002866061275105112,0.20456950701548407,-0.010680296085872433,0.03963090753060093,Mitten
spiegel mitten,1.807538730617628,-0.002866061275105112,0.20456950701548407,-0.010680296085872433,0.03963090753060093,spiegel mitten
mitten energiekrise,1.7706662960774973,0.01774412706128311,0.2251796953518723,-0.01813217849236356,0.060241095866989135,mitten energiekrise
Wahl,1.9493840963394033,-0.07841343338038326,0.12902213491020592,0.014930803993845127,-0.035916464574677266,Wahl
energiekrise wahl,1.9493840963394033,-0.07841343338038326,0.12902213491020592,0.014930803993845127,-0.035916464574677266,energiekrise wahl
wahl stell,1.708817984520646,0.053298146896092746,0.2607337151866819,-0.03149200485172762,0.0957951157017988,wahl stell
Niedersachsens,1.855025757344985,-0.0287985400504735,0.17863702824011568,-0.0015950966774506722,0.013698428755232367,Niedersachsens
stell niedersachsen,1.6982197845057707,0.059519524478278366,0.2669550927688676,-0.03389788787129994,0.1020164932839843,stell niedersachsen
SPD-Ministerpräsident,1.6949438518827746,0.06145042672283398,0.2688859950134233,-0.034648824754581885,0.10394739552854006,SPD-Ministerpräsident
niedersachsen spd-ministerpräsident,1.6949438518827746,0.06145042672283398,0.2688859950134233,-0.034648824754581885,0.10394739552854006,niedersachsen spd-ministerpräsident
spd-ministerpräsident sprech,1.7221860746307391,0.04550558382907817,0.2529411521196672,-0.0285076185070525,0.08800255263478417,spd-ministerpräsident sprech
sprech darüber,1.734367666594465,0.0384571515998371,0.24589271989042633,-0.025835743385874584,0.08095412040554315,sprech darüber
Moskau,3.5018108396487992,1.0862846793151673,-0.4567446078915651,-0.3465676921443566,-0.6216832073764484,Moskau
darüber moskau,1.755846196100058,0.02614913753913475,0.23358470582972404,-0.0212317989212111,0.06864610634484074,darüber moskau
moskau deutschland,1.7706662960774973,0.01774412706128311,0.2251796953518723,-0.01813217849236356,0.060241095866989135,moskau deutschland
beliefern,3.7738098290460798,-0.7389850146431344,-0.5315494463525453,0.1597017948640591,-0.6964880458374284,beliefern
deutschland beliefer,1.8348133704881922,-0.017842729604454866,0.18959283868613447,-0.005394595026574444,0.02465423920125119,deutschland beliefer
warum,5.222051670063126,-1.0637903236427406,1.714096968055624,0.08442915117661254,-1.0212933548370347,warum
beliefer warum,1.966139949994768,-0.08697216306257685,0.12046340522801233,0.017673058161404843,-0.04447519425687087,beliefer warum
Bundesland,2.1006839613955837,-0.15316294633093713,0.05427262195965209,0.03787313889072845,-0.11066597752523105,Bundesland
warum bundesland,2.1006839613955837,-0.15316294633093713,0.05427262195965209,0.03787313889072845,-0.11066597752523105,warum bundesland
bundesland gas,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,bundesland gas
Erde,2.118632485674243,-0.1616707853461793,0.04576478294440963,0.040345775162459976,-0.11917381654047328,Erde
gas erde,2.118632485674243,-0.1616707853461793,0.04576478294440963,0.040345775162459976,-0.11917381654047328,gas erde
anrührt,1.9751509040384565,-0.0915447612685879,0.11589080702200147,0.019125498458591964,-0.04904779246288176,anrührt
erde anrühr,1.9751509040384565,-0.0915447612685879,0.11589080702200147,0.019125498458591964,-0.04904779246288176,erde anrühr
energiekrise lindner,2.4433709467067524,-0.3042785801247865,-0.09684301183419718,0.07804119176588847,-0.2617816113190804,energiekrise lindner
Importpreis,2.0840768863576487,-0.14522597558256925,0.06220959270801995,0.03554177688610763,-0.10272900677686311,Importpreis
lindner importpreis,2.0840768863576487,-0.14522597558256925,0.06220959270801995,0.03554177688610763,-0.10272900677686311,lindner importpreis
importpreis gas,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,importpreis gas
gas deckel,2.450898158779968,-0.30735451152364535,-0.09991894323305613,0.07878215844938422,-0.2648575427179394,gas deckel
Bundesfinanzminister,3.3262433120232755,-0.6127434913683564,-0.4053079230777673,0.14013403640587335,-0.5702465225626503,Bundesfinanzminister
deckel bundesfinanzminister,2.1593628035185106,-0.18071313853073287,0.026722429759856326,0.04578286354116398,-0.13821616972502693,deckel bundesfinanzminister
bundesfinanzminister lindner,2.408805194164601,-0.2900308132380717,-0.08259524494748263,0.07457184122539122,-0.24753384443236573,bundesfinanzminister lindner
lindner preisdeckel,2.215224995933949,-0.20625393536442188,0.0011816329261670445,0.052870220890882835,-0.16375696655871594,lindner preisdeckel
Importgas,2.123350896848128,-0.16389541127906804,0.04354015701152119,0.04098785639066323,-0.12139844247336194,Importgas
preisdeckel importgas,2.123350896848128,-0.16389541127906804,0.04354015701152119,0.04098785639066323,-0.12139844247336194,preisdeckel importgas
gefordert,4.96048080657136,1.0801640928235083,-0.804967063283218,-0.3065271200202272,-0.9699056627681011,gefordert
importgas forder,2.08011538016316,-0.14332332213334112,0.06411224615724806,0.0349793336808032,-0.10082635332763518,importgas forder
absurden,2.0163633941899404,-0.11219554774596362,0.09524002054462562,0.025577357679958352,-0.06969857894025766,absurden
forder absurd,2.0163633941899404,-0.11219554774596362,0.09524002054462562,0.025577357679958352,-0.06969857894025766,forder absurd
Preisspitzen,1.992079399581092,-0.10007897632180217,0.10735659196878702,0.021813036277811775,-0.05758200751609615,Preisspitzen
absurd preisspitze,1.992079399581092,-0.10007897632180217,0.10735659196878702,0.021813036277811775,-0.05758200751609615,absurd preisspitze
abzuschneiden,1.9617991521824696,-0.08476194571120271,0.12267362257938648,0.016967859683425505,-0.04226497690549652,abzuschneiden
preisspitze abschneid,1.9617991521824696,-0.08476194571120271,0.12267362257938648,0.016967859683425505,-0.04226497690549652,preisspitze abschneid
betonte,1.9737065339781263,-0.09081322302117609,0.11662234526941309,0.01889372013618776,-0.04831625421546997,betonte
lindner beton,1.8288482782455817,-0.014586371301957377,0.19284919698863187,-0.006534768577954557,0.027910597503748556,lindner beton
beton staat,1.8114890052486003,-0.005049120642491284,0.20238644764809785,-0.009903143011786663,0.03744784816321459,beton staat
Preissteigerungen,2.472187113686252,-0.3160031886959287,-0.1085676204053393,0.0808504742167905,-0.2735062198902226,Preissteigerungen
staat preissteigerung,1.8028802671952342,-0.0002854931967721976,0.20715007509381705,-0.011601932593320426,0.04221147560893389,staat preissteigerung
komplett,4.926385455827072,-1.00550550461771,-0.7980699363271209,0.19283937458982364,-0.963008535812004,komplett
preissteigerung komplett,1.781152375005701,0.011839484755181083,0.21927505304577027,-0.015975851221752317,0.054336453560887205,preissteigerung komplett
kompensieren,1.6321925334113907,0.09917581778612218,0.3066113860767114,-0.04973393490688883,0.1416727865918282,kompensieren
komplett kompensier,1.6321925334113907,0.09917581778612218,0.3066113860767114,-0.04973393490688883,0.1416727865918282,komplett kompensier
kompensier könn,1.6261888202586532,0.10286091126981332,0.3102964795604024,-0.0512507723930342,0.14535788007551934,kompensier könn
kom…,1.5713576275012886,0.1371600646853059,0.344595632975895,-0.06575579796156059,0.1796570334910119,kom…
komplett kom…,1.5713576275012886,0.1371600646853059,0.344595632975895,-0.06575579796156059,0.1796570334910119,komplett kom…
+2328,1.867326039994959,-0.0354074411378308,0.17202812715275856,0.000669958362240172,0.007089527667875232,+2328
kom… +2328,1.570351581150182,0.1378005099453087,0.3452360782358979,-0.06603344733223175,0.18029747875101496,kom… +2328
+2328 chars,1.8578774715122888,-0.03033465050220309,0.17710091778838608,-0.0010668339443377485,0.012162318303502891,+2328 chars
stoppt,2.305109793328416,-0.2460282667209505,-0.03859269843036132,0.0634590306937318,-0.20353129791524438,stoppt
russland stopp,2.305109793328416,-0.2460282667209505,-0.03859269843036132,0.0634590306937318,-0.20353129791524438,russland stopp
Gaslieferung,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,Gaslieferung
stopp gaslieferung,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,stopp gaslieferung
gaslieferung österreich,2.0408282296253315,-0.12425567910316598,0.08317988918742307,0.02926535688473548,-0.08175871029745994,gaslieferung österreich
Italien,4.967668105211883,-1.0138504946064735,-0.8064149263158843,0.1937258730299164,-0.9713535258007674,Italien
österreich italien,2.438505398216453,-0.3022852686365185,-0.09484970034592945,0.07755950648067791,-0.2597882998308125,österreich italien
italien russland,2.0840768863576487,-0.14522597558256925,0.06220959270801995,0.03554177688610763,-0.10272900677686311,italien russland
liefere,2.2083716691125352,-0.20315540137792715,0.004280166912662076,0.052022667264938274,-0.1606584325722211,liefere
russland liefer,2.2083716691125352,-0.20315540137792715,0.004280166912662076,0.052022667264938274,-0.1606584325722211,russland liefer
Auskunft,2.244587175174351,-0.21942157667475826,-0.011986008384168953,0.05643498977165159,-0.17692460786905223,Auskunft
liefer auskunft,2.244587175174351,-0.21942157667475826,-0.011986008384168953,0.05643498977165159,-0.17692460786905223,liefer auskunft
italienischen,2.3695212050119587,-0.2735878702621966,-0.06615230197160754,0.07049065841633241,-0.23109090145649067,italienischen
auskunft italienisch,2.3695212050119587,-0.2735878702621966,-0.06615230197160754,0.07049065841633241,-0.23109090145649067,auskunft italienisch
Versorgers,4.564190428930433,-0.9291411139859437,-0.7217055456953545,0.18433426761123467,-0.8866441451802376,Versorgers
italienisch versorger,2.6026892230873466,-0.3674451857889601,-0.16000961749837087,0.0927069817236753,-0.324948216983254,italienisch versorger
Eni,3.0029003278393613,-0.5104785563139788,-0.3030429880233894,0.12203033922300624,-0.4679815875082726,Eni
versorger eni,3.0029003278393613,-0.5104785563139788,-0.3030429880233894,0.12203033922300624,-0.4679815875082726,versorger eni
eni gas,4.178752877293905,-0.8409128060319636,-0.6334772377413742,0.17356072492875382,-0.7984158372262575,eni gas
gas mehr,8.693050236600785,-1.5734238417782036,-1.3659882734876143,0.23804444499203498,-1.5309268729724976,gas mehr
mehr österreich,2.684499074900332,-0.3983941049989147,-0.1909585367083257,0.09948835237812047,-0.35589713619320873,mehr österreich
österreichische,4.712042672172345,-0.9610214610983179,-0.7535858928077288,0.18797293362220321,-0.9185244922926119,österreichische
dafür österreichisch,2.7100091809220883,-0.40785198140629736,-0.2004164131157081,0.10151027643164874,-0.3653550126005912,dafür österreichisch
Gasnetzbetreiber,7.904579342416749,-1.4783422138562838,-1.2709066455656945,0.23226160180189423,-1.4358452450505776,Gasnetzbetreiber
österreichisch gasnetzbetreiber,4.178752877293905,-0.8409128060319636,-0.6334772377413742,0.17356072492875382,-0.7984158372262575,österreichisch gasnetzbetreiber
geweigert,2.680389302493837,-0.3968620048241084,-0.18942643653351923,0.09915862579675776,-0.35436503601840236,geweigert
gasnetzbetreiber weiger,2.680389302493837,-0.3968620048241084,-0.18942643653351923,0.09915862579675776,-0.35436503601840236,gasnetzbetreiber weiger
Transportnominierungen,1.884203127641962,-0.04440494628833547,0.16303062200225363,0.003721566915725556,-0.0019079774826293993,Transportnominierungen
weiger transportnominierung,1.884203127641962,-0.04440494628833547,0.16303062200225363,0.003721566915725556,-0.0019079774826293993,weiger transportnominierung
bestätigen,1.7876935510619747,0.008173771235175277,0.21560933952576425,-0.01464587446987019,0.05067074004088118,bestätigen
transportnominierung bestätig,1.7876935510619747,0.008173771235175277,0.21560933952576425,-0.01464587446987019,0.05067074004088118,transportnominierung bestätig
teilt,1.7598834615098404,0.023852449467181996,0.23128801775777125,-0.020381275967425883,0.06634941827288804,teilt
bestätig teil,1.7598834615098404,0.023852449467181996,0.23128801775777125,-0.020381275967425883,0.06634941827288804,bestätig teil
teil gazprom,1.748194024837223,0.030516772009570807,0.23795234030015996,-0.022856656068487618,0.0730137408152768,teil gazprom
Transportnominieru…,1.884203127641962,-0.04440494628833547,0.16303062200225363,0.003721566915725556,-0.0019079774826293993,Transportnominieru…
weiger transportnominieru…,1.884203127641962,-0.04440494628833547,0.16303062200225363,0.003721566915725556,-0.0019079774826293993,weiger transportnominieru…
+1567,1.9399021004434822,-0.07353746683927313,0.13389810145131617,0.013354596611835376,-0.031040498033567152,+1567
transportnominieru… +1567,1.8015363060985543,0.00046023701039680387,0.20789580530098592,-0.011868868120680807,0.04295720581610288,transportnominieru… +1567
+1567 chars,1.922751219911872,-0.06465704614315461,0.14277852214743456,0.010457616108100509,-0.022160077337448632,+1567 chars
energie bundesnetzagentur,2.0408282296253315,-0.12425567910316598,0.08317988918742307,0.02926535688473548,-0.08175871029745994,energie bundesnetzagentur
bundesnetzagentur gaspreisdeckel,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,bundesnetzagentur gaspreisdeckel
gaspreisdeckel sommer,2.0408282296253315,-0.12425567910316598,0.08317988918742307,0.02926535688473548,-0.08175871029745994,gaspreisdeckel sommer
sommer 2024,1.966139949994768,-0.08697216306257685,0.12046340522801233,0.017673058161404843,-0.04447519425687087,sommer 2024
2024 nötig,1.9269598120672218,-0.06684349276057833,0.14059207553001074,0.011174051101156017,-0.02434652395487226,2024 nötig
nötig nan,1.8896421813957593,-0.047287447861348704,0.16014812042924056,0.004691456156549064,-0.0047904790556424996,nötig nan
entweicht,2.1006839613955837,-0.15316294633093713,0.05427262195965209,0.03787313889072845,-0.11066597752523105,entweicht
nord-stream-pipeline entweich,2.1006839613955837,-0.15316294633093713,0.05427262195965209,0.03787313889072845,-0.11066597752523105,nord-stream-pipeline entweich
entweich gas,2.8543974268777212,-0.4597607206712474,-0.252325152380658,0.11220500707721681,-0.4172637518655413,entweich gas
Forscher,3.25129870649556,-0.5899544772469625,-0.38251890895637336,0.1362860073528028,-0.5474575084412564,Forscher
mehr forscher,2.236935893153302,-0.21600698331507404,-0.00857141502448495,0.05551630348690808,-0.17351001450936812,mehr forscher
warnen,5.620133166918261,-1.1372553175323563,-0.9298197492417672,0.2059271365712736,-1.0947583487266503,warnen
forscher warn,2.237312211924506,-0.21617519873954483,-0.008739630448955751,0.055561654651735085,-0.17367822993383877,forscher warn
erheblichen,2.122183727980136,-0.16334557763005195,0.0440899906605374,0.0408293322033607,-0.12084860882434592,erheblichen
warn erheblich,2.122183727980136,-0.16334557763005195,0.0440899906605374,0.0408293322033607,-0.12084860882434592,warn erheblich
ökologischen,2.04652862654617,-0.1270449636296882,0.08039060466090116,0.030110092023058664,-0.08454799482398218,ökologischen
erheblich ökologisch,2.04652862654617,-0.1270449636296882,0.08039060466090116,0.030110092023058664,-0.08454799482398218,erheblich ökologisch
ökologisch folge,1.9912643375496877,-0.09966974121854878,0.10776582707204031,0.021684849679197604,-0.05717277241284276,ökologisch folge
Explosion,1.9564179146243441,-0.08201516530075693,0.1254204029898323,0.01608859257470354,-0.03951819649505089,Explosion
folge explosion,1.9564179146243441,-0.08201516530075693,0.1254204029898323,0.01608859257470354,-0.03951819649505089,folge explosion
Suche,5.585753258294029,-1.1311192538261536,-0.9236836855355642,-0.04647674340072123,0.8826015490345689,Suche
die suche,2.568481358611922,-0.35421477193074186,-0.14677920364015248,0.08972884520666954,-0.3117178031250357,die suche
suche verantwortlich,1.8905703415527808,-0.0477785102923831,0.15965705799820612,0.004856314222797195,-0.0052815414866769685,suche verantwortlich
verantwortlich geh,1.864111996122592,-0.03368475694149609,0.1737508113490931,8.148144262536635e-05,0.00881221186420997,verantwortlich geh
westliche,2.2120917251063648,-0.20483850857292904,0.0025970597176601462,0.05248346880667639,-0.1623415397672229,westliche
geh westlich,1.8471161428799547,-0.024525539872185344,0.18291002841840384,-0.003070317988406396,0.01797142893352089,geh westlich
westlich medium,1.8355037598970803,-0.018218931111030425,0.18921663717955897,-0.00526319537221379,0.024278037694675694,westlich medium
legen,2.5080203938280667,-0.330393712974305,-0.12295814468371578,0.0842432665028834,-0.2878967441685989,legen
medium leg,1.8280063675445553,-0.01412591509166158,0.19330965319892765,-0.006696396625195457,0.02837105371404444,medium leg
bereits,10.133252692013908,-1.7267223204137556,-1.5192867521231666,0.2039165605630224,-0.529519524907921,bereits
leg bereits,1.817125296263389,-0.008155703530267244,0.19927986476032206,-0.008801179106117931,0.03434126527543865,leg bereits
Täter,1.652773941128338,0.08664498851503728,0.29408055680562634,-0.044634587576748326,0.12914195732074304,Täter
bereits täter,1.652773941128338,0.08664498851503728,0.29408055680562634,-0.044634587576748326,0.12914195732074304,bereits täter
täter fest,1.6490154183090489,0.08892164764350047,0.29635721593408965,-0.045554393620882594,0.13141861644920644,täter fest
Bild,2.687508110140864,-0.39951436990235895,-0.19207880161176974,0.09972905880569348,-0.3570174010966529,Bild
Vuo,1.6420272717513595,0.09316842151941851,0.3006039898100076,-0.04727803988796622,0.1356653903251243,Vuo
bild vuo,1.6420272717513595,0.09316842151941851,0.3006039898100076,-0.04727803988796622,0.1356653903251243,bild vuo
BY-SA,1.961494613259662,-0.08460669915480065,0.12282886913578858,0.016918248928283804,-0.0421097303490945,BY-SA
vuo by-sa,1.6377177957533955,0.09579635655057683,0.3032319248411659,-0.0483498141011831,0.13829332535628286,vuo by-sa
4.0,1.9708712045386754,-0.08937563952519509,0.11805992876539416,0.018437589463887856,-0.04687867071948908,4.0
